rank,utility_tier,name,action,reason,custom_protected,optimization_llm_protected,provenance,path,archived_path,source
389,2,superpowers:writing-plans,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/superpowers/6.3.0/skills/writing-plans/SKILL.md,,
390,2,superpowers:writing-skills,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/superpowers/6.3.0/skills/writing-skills/SKILL.md,,
391,2,systematic-debugging,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/systematic-debugging/SKILL.md,,~/.claude/skills/glean/group_3/skills/gemini-plugins-systematic-debugging/SKILL.md
392,2,task-failure-triage,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/task-failure-triage/SKILL.md,,~/.claude/skills/glean/group_2/skills/gemini-plugins-task-failure-triage/SKILL.md
393,2,template-creator:template-creator,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/openai-primary-runtime/template-creator/26.826.12353/skills/template-creator/SKILL.md,,
394,2,threat-model-analyst,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/threat-model-analyst/SKILL.md,,~/.claude/skills/glean/group_3/skills/gemini-plugins-threat-model-analyst/SKILL.md
395,2,upgrading-superpowers,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/upgrading-superpowers/SKILL.md,,~/.claude/skills/glean/group_2/skills/gemini-plugins-upgrading-superpowers/SKILL.md
396,2,uv,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/uv/SKILL.md,,~/.claude/skills/uv/SKILL.md
397,2,visualize:visualize,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/openai-bundled/visualize/1.0.27/skills/visualize/SKILL.md,,
398,2,workflow-skill-creator,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/workflow-skill-creator/SKILL.md,,~/.claude/skills/workflow_skill_creator/SKILL.md
399,2,xcode-project-setup,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/xcode-project-setup/SKILL.md,,~/.claude/skills/xcode_project_setup/SKILL.md
400,3,access-credentials-wiegand-osdp,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/access-credentials-wiegand-osdp/SKILL.md,,~/.claude/skills/claude/archived-treearch/access-credentials-wiegand-osdp/SKILL.md
401,3,adult-ecommerce-operations,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/adult-ecommerce-operations/SKILL.md,,~/.claude/skills/adult-ecommerce-operations/SKILL.md
402,3,adult-product-distribution-and-dropship-sourcing,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/adult-product-distribution-and-dropship-sourcing/SKILL.md,,~/.claude/skills/adult-product-distribution-and-dropship-sourcing/SKILL.md
403,3,agy-customizations,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/agy-customizations/SKILL.md,,~/.claude/skills/agy-customizations/SKILL.md
404,3,aider-run-execution,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/aider-run-execution/SKILL.md,,~/.claude/skills/aider-run-execution/SKILL.md
405,3,antigravity-guide,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/antigravity-guide/SKILL.md,,~/.claude/skills/antigravity_guide/SKILL.md
406,3,applied-psychology,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/applied-psychology/SKILL.md,,~/.claude/skills/applied-psychology/SKILL.md
407,3,artifact-to-procedure,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/artifact-to-procedure/SKILL.md,,~/.claude/skills/artifact-to-procedure/SKILL.md
408,3,ast-grep,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/ast-grep/SKILL.md,,~/.claude/skills/ast-grep/SKILL.md
409,3,atlas,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/atlas/SKILL.md,,
410,3,atlas-diagnostics-expert,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/atlas-diagnostics-expert/SKILL.md,,~/.claude/skills/atlas-diagnostics-expert/SKILL.md
411,3,aws-cloud,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/aws-cloud/SKILL.md,,~/.claude/skills/aws-cloud/SKILL.md
412,3,backprop,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/backprop/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/backprop/SKILL.md
413,3,bartending-career-track,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/bartending-career-track/SKILL.md,,~/.claude/skills/bartending-career-track/SKILL.md
414,3,behavior-change-psychology,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/applied-psychology/references/behavior-change-psychology/SKILL.md,,
415,3,behavioral-decision-making,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/applied-psychology/references/behavioral-decision-making/SKILL.md,,
416,3,big-bank-it,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/big-bank-it/SKILL.md,,~/.claude/skills/big-bank-IT/SKILL.md
417,3,browser-engine-differences-and-feature-detection,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/browser-engine-differences-and-feature-detection/SKILL.md,,~/.claude/skills/browser-engine-differences-and-feature-detection/SKILL.md
418,3,build,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/build/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/build/SKILL.md
419,3,check,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/check/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/check/SKILL.md
420,3,clasp-apps-script,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/clasp-apps-script/SKILL.md,,
421,3,claude-code-concept-family-explorer,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/claude-code-concept-family-explorer/SKILL.md,,~/.claude/skills/glean/group_4/skills/claude_code-concept_family_explorer/SKILL.md
422,3,claude-code-telemetry---observability-pipelines,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/claude-code-telemetry---observability-pipelines/SKILL.md,,~/.claude/skills/glean/group_6/skills/claude_code-telemetry_-_observability_pipelines/SKILL.md
423,3,claude-command-distill,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/claude-command-distill/SKILL.md,,
424,3,claude-command-dr,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/claude-command-dr/SKILL.md,,
425,3,claude-command-skill-tier,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/claude-command-skill-tier/SKILL.md,,
426,3,claude-command-sync-skills,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/claude-command-sync-skills/SKILL.md,,
427,3,claude-command-taa,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/claude-command-taa/SKILL.md,,
428,3,coding-standards,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/coding-standards/SKILL.md,,~/.claude/skills/claude-code/coding-standards/SKILL.md
429,3,consumer-credit-and-debt,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/consumer-credit-and-debt/SKILL.md,,~/.claude/skills/consumer-credit-and-debt/SKILL.md
430,3,consumer-finance,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/consumer-finance/SKILL.md,,~/.claude/skills/consumer-finance/SKILL.md
431,3,contactless-smartcards-mifare-desfire,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/contactless-smartcards-mifare-desfire/SKILL.md,,~/.claude/skills/claude/archived-treearch/contactless-smartcards-mifare-desfire/SKILL.md
432,3,content-and-marketing-writing,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/content-and-marketing-writing/SKILL.md,,~/.claude/skills/content-and-marketing-writing/SKILL.md
433,3,context-canary,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/context-canary/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/context-canary/SKILL.md
434,3,conversion-copywriting-and-voice-of-customer,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/conversion-copywriting-and-voice-of-customer/SKILL.md,,~/.claude/skills/conversion-copywriting-and-voice-of-customer/SKILL.md
435,3,cross-browser-extension-userscript-portability,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/cross-browser-extension-userscript-portability/SKILL.md,,~/.claude/skills/cross-browser-extension-userscript-portability/SKILL.md
436,3,cross-browser-testing-and-debugging,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/cross-browser-testing-and-debugging/SKILL.md,,~/.claude/skills/cross-browser-testing-and-debugging/SKILL.md
437,3,crypto-coin-intelligence,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/crypto-coin-intelligence/SKILL.md,,~/.claude/skills/crypto-coin-intelligence/SKILL.md
438,3,customer-satisfaction-loyalty-science,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/applied-psychology/references/customer-satisfaction-loyalty-science/SKILL.md,,
439,3,da-1-foundations-theory,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/da-1-foundations-theory/SKILL.md,,~/.claude/skills/da-1-foundations-theory/SKILL.md
440,3,da-2-data-analysis-lifecycle,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/da-2-data-analysis-lifecycle/SKILL.md,,~/.claude/skills/da-2-data-analysis-lifecycle/SKILL.md
441,3,da-3-data-acquisition-sampling,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/da-3-data-acquisition-sampling/SKILL.md,,~/.claude/skills/da-3-data-acquisition-sampling/SKILL.md
442,3,da-analytical-methods,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/da-analytical-methods/SKILL.md,,~/.claude/skills/da-analytical-methods/SKILL.md
443,3,data-analytics,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/data-analytics/SKILL.md,,~/.claude/skills/data-analytics/SKILL.md
444,3,deepen,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/deepen/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/deepen/SKILL.md
445,3,develop-web-game,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/develop-web-game/SKILL.md,,
446,3,direct-response-and-sales-letter-copywriting,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/direct-response-and-sales-letter-copywriting/SKILL.md,,~/.claude/skills/direct-response-and-sales-letter-copywriting/SKILL.md
447,3,distributed-systems-consensus,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/distributed-systems-consensus/SKILL.md,,~/.claude/skills/distributed-systems-consensus/SKILL.md
448,3,dmt-reference,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/dmt-reference/SKILL.md,,~/.claude/skills/dmt-reference/SKILL.md
449,3,dmux-workflows,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/dmux-workflows/SKILL.md,,~/.claude/skills/dmux-workflows/SKILL.md
450,3,document-critique,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/document-critique/SKILL.md,,~/.claude/skills/claude-code/document-critique/SKILL.md
451,3,dropshipping-and-fulfillment,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/dropshipping-and-fulfillment/SKILL.md,,~/.claude/skills/dropshipping-and-fulfillment/SKILL.md
452,3,durable-objects,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/durable-objects/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/durable-objects/SKILL.md
453,3,ebay-listing,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/ebay-listing/SKILL.md,,~/.claude/skills/ebay-listing/SKILL.md
454,3,ecommerce-sales-tax-nexus-compliance,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/ecommerce-sales-tax-nexus-compliance/SKILL.md,,~/.claude/skills/ecommerce-sales-tax-nexus-compliance/SKILL.md
455,3,effective-altruism-and-philanthropic-decision,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/effective-altruism-and-philanthropic-decision/SKILL.md,,~/.claude/skills/effective-altruism-and-philanthropic-decision/SKILL.md
456,3,elasticsearch-opensearch,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/elasticsearch-opensearch/SKILL.md,,~/.claude/skills/elasticsearch-opensearch/SKILL.md
457,3,emotion-and-affect-psychology,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/applied-psychology/references/emotion-and-affect-psychology/SKILL.md,,
458,3,enterprise-b2b-buyer-psychology,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/applied-psychology/references/enterprise-b2b-buyer-psychology/SKILL.md,,
459,3,enterprise-poc-technical-validation,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/tam-operations/references/enterprise-poc-technical-validation/SKILL.md,,
460,3,enterprise-vendor-management-and-tprm,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/enterprise-vendor-management-and-tprm/SKILL.md,,~/.claude/skills/enterprise-vendor-management-and-tprm/SKILL.md
461,3,etetoolkit,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/etetoolkit/SKILL.md,,~/.claude/skills/scientific-pkg-etetoolkit/SKILL.md
462,3,executive-comms,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/executive-comms/SKILL.md,,~/.claude/skills/executive-comms/SKILL.md
463,3,fiction-writing-craft,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/fiction-writing-craft/SKILL.md,,~/.claude/skills/fiction-writing-craft/SKILL.md
464,3,find-skills,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/find-skills/SKILL.md,,~/.claude/skills/find-skills/SKILL.md
465,3,firebase-basics,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/firebase-basics/SKILL.md,,~/.claude/skills/firebase_basics/SKILL.md
466,3,firebase-crashlytics,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/firebase-crashlytics/SKILL.md,,~/.claude/skills/firebase_crashlytics/SKILL.md
467,3,firebase-data-connect,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/firebase-data-connect/SKILL.md,,~/.claude/skills/firebase_data_connect_basics/SKILL.md
468,3,firecrawl,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/firecrawl/SKILL.md,,~/.claude/skills/firecrawl/SKILL.md
469,3,firecrawl-agent,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/firecrawl-agent/SKILL.md,,~/.claude/skills/firecrawl-agent/SKILL.md
470,3,firecrawl-crawl,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/firecrawl-crawl/SKILL.md,,~/.claude/skills/firecrawl-crawl/SKILL.md
471,3,firecrawl-download,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/firecrawl-download/SKILL.md,,~/.claude/skills/firecrawl-download/SKILL.md
472,3,firecrawl-map,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/firecrawl-map/SKILL.md,,~/.claude/skills/firecrawl-map/SKILL.md
473,3,firecrawl-monitor,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/firecrawl-monitor/SKILL.md,,~/.claude/skills/firecrawl-monitor/SKILL.md
474,3,firecrawl-onboarding,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/firecrawl-onboarding/SKILL.md,,~/.claude/skills/firecrawl-onboarding/SKILL.md
475,3,firecrawl-parse,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/firecrawl-parse/SKILL.md,,~/.claude/skills/firecrawl-parse/SKILL.md
476,3,firecrawl-research-index,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/firecrawl-research-index/SKILL.md,,~/.claude/skills/firecrawl-research-index/SKILL.md
477,3,firecrawl-search,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/firecrawl-search/SKILL.md,,~/.claude/skills/firecrawl-search/SKILL.md
478,3,firedrill-integration-tester,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/tam-operations/references/firedrill-integration-tester/SKILL.md,,
479,3,fuck-slop,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/fuck-slop/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/fuck-slop/SKILL.md
480,3,fundraising-and-donor-psychology,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/fundraising-and-donor-psychology/SKILL.md,,~/.claude/skills/fundraising-and-donor-psychology/SKILL.md
481,3,gemini-api-dev,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/gemini-api-dev/SKILL.md,,~/.claude/skills/gemini-api-dev/SKILL.md
482,3,gemini-interactions-api,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/gemini-interactions-api/SKILL.md,,~/.claude/skills/gemini-interactions-api/SKILL.md
483,3,goldman-sachs-account-intelligence,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/goldman-sachs-account-intelligence/SKILL.md,,~/.claude/skills/goldman-sachs-account-intelligence/SKILL.md
484,3,grill,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/grill/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/grill/SKILL.md
485,3,grill-me,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/grill-me/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/grill-me/SKILL.md
486,3,health,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/health/SKILL.md,,~/.claude/skills/health.md
487,3,human-ai-interaction-psychology,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/applied-psychology/references/human-ai-interaction-psychology/SKILL.md,,
488,3,imagegen,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/.system/imagegen/SKILL.md,,
489,3,imagegen,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/imagegen/SKILL.md,,
490,3,improve-codebase-architecture,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/improve-codebase-architecture/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/improve-codebase-architecture/SKILL.md
491,3,incident-response,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/tam-operations/references/incident-response/SKILL.md,,
492,3,interface-kit,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/interface-kit/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/interface-kit/SKILL.md
493,3,javascript-node-html-css-debugging-expert,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/javascript-node-html-css-debugging-expert/SKILL.md,,~/.claude/skills/claude-code/javascript-node-html-css-debugging-expert/SKILL.md
494,3,jpmc-weekly-status,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/jpmc-weekly-status/SKILL.md,,~/.claude/skills/jpmc-weekly-status/SKILL.md
495,3,junior-to-senior,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/junior-to-senior/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/junior-to-senior/SKILL.md
496,3,jupyter-notebook,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/jupyter-notebook/SKILL.md,,
497,3,kill-the-ai-ism,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/kill-the-ai-ism/SKILL.md,,~/.claude/skills/kill-the-AI-ism/SKILL.md
498,3,kql-kusto-query-language,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/kql-kusto-query-language/SKILL.md,,~/.claude/skills/kql-kusto-query-language/SKILL.md
499,3,learning-and-expertise-psychology,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/applied-psychology/references/learning-and-expertise-psychology/SKILL.md,,
500,3,legal,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/legal/SKILL.md,,~/.claude/skills/legal/SKILL.md
501,3,live-hub-toolkit,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/chrome-extension-expert/references/live-hub-toolkit/SKILL.md,,
502,3,logitech-hidpp-host-switching,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/logitech-hidpp-host-switching/SKILL.md,,~/.claude/skills/logitech-hidpp-host-switching/SKILL.md
503,3,logql-grafana-loki,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/logql-grafana-loki/SKILL.md,,~/.claude/skills/logql-grafana-loki/SKILL.md
504,3,loop-factory,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/loop-factory/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/loop-factory/SKILL.md
505,3,mac-egpu-compute,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/mac-egpu-compute/SKILL.md,,~/.claude/skills/mac-egpu-compute/SKILL.md
506,3,members-only-and-wholesale-pricing,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/members-only-and-wholesale-pricing/SKILL.md,,~/.claude/skills/members-only-and-wholesale-pricing/SKILL.md
507,3,membership-platforms-build-vs-buy,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/membership-platforms-build-vs-buy/SKILL.md,,~/.claude/skills/membership-platforms-build-vs-buy/SKILL.md
508,3,membership-site-architecture,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/membership-site-architecture/SKILL.md,,~/.claude/skills/membership-site-architecture/SKILL.md
509,3,mobile-credentials-aliro-uwb,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/mobile-credentials-aliro-uwb/SKILL.md,,~/.claude/skills/claude/archived-treearch/mobile-credentials-aliro-uwb/SKILL.md
510,3,mobile-web-and-browser-security-differences,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/mobile-web-and-browser-security-differences/SKILL.md,,~/.claude/skills/mobile-web-and-browser-security-differences/SKILL.md
511,3,monday-board-refresh,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/misc-catch-all/references/monday-board-refresh/SKILL.md,,
512,3,monday-board-refresh,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/monday-board-refresh/SKILL.md,,~/.claude/skills/monday-board-refresh/SKILL.md
513,3,nc-criminal-defense,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/nc-criminal-defense/SKILL.md,,~/.claude/skills/nc-criminal-defense/SKILL.md
514,3,nc-drug-rehabilitation-treatment,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/nc-drug-rehabilitation-treatment/SKILL.md,,~/.claude/skills/nc-drug-rehabilitation-treatment/SKILL.md
515,3,nc-parole-probation,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/nc-parole-probation/SKILL.md,,~/.claude/skills/nc-parole-probation/SKILL.md
516,3,nc-real-estate,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/nc-real-estate/SKILL.md,,~/.claude/skills/private-skills/nc-real-estate/SKILL.md
517,3,nc-recording-laws,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/nc-recording-laws/SKILL.md,,~/.claude/skills/nc-recording-laws/SKILL.md
